연번,이름,나이,생년월일,주소,우편번호,직업명,휴대전화번호,이메일 주소,사용자명,카드번호,여권번호,차량번호
8190,윤은영,28,1996-01-01,경상북도 오산시 영자류이읍 638,40243,도금 및 금속분무기 조작원,010-4623-1416,igim@naver.com,igim,3817-6451-4100-7765,S3571664,40마6407
8191,조재현,27,1996-03-01,전라북도 여주시 현우임박읍 834-87,50680,통신 및 방송송출 장비 기사,010-6391-9092,siu54@hotmail.com,siu54,7699-5657-8356-8397,T2922231,111조0121
8192,심선영,23,2000-09-02,강원도 보령시 영길하리 313-4,98855,전문 의사,010-2726-7150,yeongjini@hanmail.net,yeongjini,7754-9542-4937-0651,S5133555,88루4809
8193,이재호,52,1971-07-09,울산광역시 강서구 건우김마을 624-8,81679,사회복지관련 관리자,010-5548-0669,anjihun@live.com,anjihun,4284-4166-0217-4863,T7383747,250우2108
8194,한지혜,39,1984-06-29,대구광역시 도봉구 민수김면 340-0,57791,학습지 및 방문 교사,010-7010-3873,yeongceolo@nate.com,yeongceolo,2668-8530-8287-1052,D8843054,91호1749
8195,차숙자,49,1974-08-01,광주광역시 광진구 현지최동 705-15,08255,위생사,010-9286-1130,ni@naver.com,ni,2042-0859-8990-7596,D9273249,412누8208
8196,박정희,22,2001-07-21,인천광역시 구로구 유진최김마을 403,82848,농림어업관련 단순 종사원,010-1710-3991,ogsun33@naver.com,ogsun33,6708-1652-5717-3730,S2318981,946로6500
8197,최민수,45,1978-01-15,충청남도 성남시 경숙이박리 267-54,85306,공업 배관공,010-3208-0814,minjuncoe@hanmail.net,minjuncoe,6323-1094-5335-0966,M9673933,18무4346
8198,유명자,41,1982-10-24,충청북도 시흥시 수민김읍 869,07479,농업용 및 기타 기계장비 설치 및 정비원,010-7744-1668,seoyeongo@live.com,seoyeongo,5830-0704-5323-4641,T6453342,895무7350
8199,김준호,26,1997-04-26,광주광역시 도봉구 순옥차읍 437,39583,경영지원 관리자,010-0090-2877,seoyeon21@gmail.com,seoyeon21,8223-7139-4683-7419,M5717938,97배0789
8200,허예원,49,1974-07-17,전라북도 남양주시 상현김읍 899,47940,전기/전자 부품 및 제품 조립원,010-6370-1628,sonjihun@gmail.com,sonjihun,2323-5304-8658-3891,G5253685,74해1891
8201,안민지,65,1958-02-16,인천광역시 송파구 경숙이면 989-3,20189,건설 배관공,010-0192-6033,gimseongjin@live.com,gimseongjin,8623-1983-1993-0989,M8332339,886하2914
8202,이상현,52,1971-05-03,울산광역시 은평구 성민김손읍 662,10837,판사 및 검사,010-9764-5080,haeun09@daum.net,haeun09,8699-1199-6337-3989,M9939810,706거0877
8203,김옥순,35,1988-08-30,충청남도 부천시 오정구 준영김김동 702-01,42223,소방공학 기술자 및 연구원,010-8922-0538,seongjin03@dreamwiz.com,seongjin03,4388-9893-7969-8762,R4555500,92루5216
8204,송보람,23,2000-03-14,전라남도 당진시 예진박박동 043-1,04614,사회복지관련 관리자,010-4468-2284,geonu07@hotmail.com,geonu07,9446-6561-3988-8788,D7008865,79더2718
8205,최정식,53,1970-10-20,경기도 청양군 지후윤최마을 809-40,93212,철도 및 전동차 기관사,010-0688-6738,jaehyeon45@naver.com,jaehyeon45,3266-2020-0390-0682,M7718952,623저1493
8206,이동현,62,1961-05-23,세종특별자치시 성동구 준호강이면 129-09,05421,철도 및 전동차 기관사,010-0492-9437,jaehyeonsong@daum.net,jaehyeonsong,6014-1298-8333-4808,M5118691,271육4677
8207,김채원,58,1965-05-06,충청남도 예산군 도현문이동 728,10412,냉동/냉장 /공조기 설치 및 정비원,010-0173-9118,djang@daum.net,djang,7165-2981-5853-1190,D6215236,676하7457
8208,김종수,24,1999-01-11,전라남도 양구군 서준박읍 726-4,60190,자동차 영업원,010-1549-5563,gimjihye@daum.net,gimjihye,8071-2123-2763-0850,S7186165,48마0503
8209,권영환,36,1987-06-30,대구광역시 강남구 정순김안읍 197-2,70729,통신공학 기술자 및 연구원,010-7985-7243,ogsungim@daum.net,ogsungim,8618-5558-9923-1082,G1417814,803수9904
8210,박정순,52,1971-11-21,세종특별자치시 동작구 하은류동 293,37929,사회복지관련 관리자,010-4340-3710,gimogja@naver.com,gimogja,5242-6586-4103-1090,D4923859,711라0190
8211,홍옥순,40,1983-02-11,전라남도 안산시 상록구 영순이박면 662-2,47983,기타 금융 및 보험 관련 전문가,010-6510-1227,ajang@naver.com,ajang,9336-2917-3827-9828,G2128051,37무7918
8212,김영진,26,1997-01-20,충청남도 태백시 하윤김마을 497-0,09322,화학공학 시험원,010-1161-6538,ii@hanmail.net,ii,9159-0292-6584-4437,M8968451,205수2188
8213,문예은,37,1986-03-28,부산광역시 남구 영식김김면 864,76627,식품공학 기술자 및 연구원,010-6368-5452,gimeunseo@dreamwiz.com,gimeunseo,7150-8715-3576-8879,R2268443,567가2652
8214,김정훈,48,1975-07-01,충청남도 춘천시 서영강구마을 174-81,19176,세탁원 및 다림질원,010-7084-0474,lgim@daum.net,lgim,1562-9339-4950-2560,M3485329,54나6996
8215,오영일,33,1990-04-29,경기도 홍천군 지민윤차면 502-7,56354,기술 영업원,010-2720-2247,jaehogim@hotmail.com,jaehogim,5961-4398-8514-4832,T6911580,63버8595
8216,이재현,41,1982-10-02,울산광역시 은평구 정호김이마을 566-47,23336,가구조립원,010-2594-5009,jaehoseo@live.com,jaehoseo,4453-2682-3022-1451,S8682099,324국6370
8217,이정숙,57,1966-09-24,경기도 시흥시 현우박리 241-3,29226,조세행정 사무원,010-5607-2292,yeonghyisin@hanmail.net,yeonghyisin,4790-9135-2223-9175,S3375014,948조0237
8218,이현주,56,1967-10-29,광주광역시 동작구 수민최이마을 046-9,69266,플라스틱제품 생산기 조작원,010-9292-1962,minseogan@dreamwiz.com,minseogan,3975-6191-6086-6733,M4706086,82마6456
8219,이은경,42,1981-11-23,경상남도 고양시 일산서구 준호윤동 490-68,10053,농림어업관련 시험원,010-7389-1094,byeongceolcoe@daum.net,byeongceolcoe,5582-2718-5710-5347,T6137364,63버3478
8220,이민서,51,1972-08-23,충청북도 안양시 만안구 민수서리 500,34031,공예원,010-3267-1634,eunseogim@nate.com,eunseogim,6321-6291-7722-4391,M3463771,213조1454
8221,서광수,63,1960-11-28,세종특별자치시 성북구 준호박조면 340,49447,대학 교수,010-6878-6355,rgim@hotmail.com,rgim,8676-1281-8293-6549,G5853544,317소7330
8222,한상훈,21,2002-03-30,강원도 아산시 정웅김면 830-31,22423,단조원,010-6283-0573,pi@daum.net,pi,1355-4851-3991-1075,M7872132,33나4690
8223,지명숙,33,1990-05-09,울산광역시 강동구 중수홍읍 627-12,72785,간호사,010-8798-2995,yeongjai@dreamwiz.com,yeongjai,2319-6246-2325-5286,D1551086,49너3998
8224,이동현,20,2003-12-26,광주광역시 영등포구 영수나이리 307,05388,사진기자 및 사진가,010-7148-1994,junseo53@naver.com,junseo53,7823-5589-1353-7159,R5299080,35러0793
8225,김지혜,64,1959-04-29,세종특별자치시 북구 은정황동 314,11619,투자 및 신용 분석가,010-9439-0249,ryujunyeong@nate.com,ryujunyeong,7114-7451-1035-3711,D4823972,692우9833
8226,구보람,58,1965-04-01,전라남도 청주시 서원구 미숙김오읍 593-18,30071,금융관련 사무원,010-8627-4207,ibag@dreamwiz.com,ibag,5530-1887-9156-3107,G4556403,98저3453
8227,박중수,33,1990-10-31,세종특별자치시 동대문구 은서박리 252-43,75022,식품/섬유 공학 및 에너지 시험원,010-7160-5629,vyu@daum.net,vyu,4947-1241-7473-4912,G5298812,791노6010
8228,이준영,51,1972-03-14,서울특별시 금천구 준호구마을 384-66,49730,시민 단체 활동가,010-7943-7286,ieunji@hotmail.com,ieunji,2060-2065-0410-9933,G4478797,71아6636
8229,이옥자,32,1991-07-19,대전광역시 금천구 순자최면 040,89709,장학관/연구관 및 교육 관련 전문가,010-6275-3671,gimgyeongsu@hotmail.com,gimgyeongsu,1926-2986-2240-7643,M4179633,433너4669
8230,주지은,61,1963-01-03,부산광역시 영등포구 영수윤장읍 252-6,90974,선박 및 열차 객실승무원,010-2689-4801,bagminseog@nate.com,bagminseog,2326-2162-6241-7261,S5279669,288허2683
8231,김영수,42,1981-03-19,경상남도 제천시 승현박김읍 199,84501,표백 및 염색 관련 조작원,010-7304-0176,egim@live.com,egim,1330-9075-1456-3946,R2293333,19러3949
8232,이우진,20,2003-05-30,서울특별시 영등포구 영길김면 149,84998,전자 부품 및 제품 제조 기계조작원,010-9306-5925,coehyeonu@hotmail.com,coehyeonu,1789-0053-1592-5927,G7079458,280주7225
8233,이지아,54,1969-10-27,인천광역시 용산구 영철이홍리 404,64571,정보통신관련 관리자,010-0998-4044,seonghyeonmun@live.com,seonghyeonmun,4393-7278-0083-2727,S8800111,17버2292
8234,이혜진,46,1977-11-29,충청남도 동두천시 민서박손동 309-7,91769,교육 관리자,010-2290-1002,bagseoyeon@daum.net,bagseoyeon,3122-1097-7580-9385,S1601903,33구8950
8235,박영미,44,1979-04-04,전라북도 양평군 은영박최마을 367,66578,금형원,010-5483-8911,hbag@hanmail.net,hbag,7965-6195-5425-8579,S4837847,652노8188
8236,배영일,20,2003-03-22,광주광역시 구로구 준혁이마을 336-01,79210,외선전공,010-7034-7362,lhan@hanmail.net,lhan,2060-1757-3051-6944,S7655945,65서3885
8237,구예원,22,2001-07-08,제주특별자치도 춘천시 은정박동 424-12,93346,철근공,010-6782-3095,yejigim@gmail.com,yejigim,7010-8144-8320-8273,G3404507,39해0550
8238,홍현준,49,1974-02-18,서울특별시 송파구 경수임김리 678-0,10415,기타 채굴 및 토목 관련 종사자,010-2175-2344,yunjihye@gmail.com,yunjihye,6292-8091-5876-1300,D9459457,62저6465
8239,이은경,20,2003-02-17,대구광역시 서구 정웅손김리 797,59430,큐레이터 및 문화재 보존원,010-6444-2331,ygo@nate.com,ygo,3788-5981-1414-1354,G5607690,936도8975
8240,김상철,58,1965-08-11,전라남도 인제군 상철김문마을 128-83,81726,식품/섬유 공학 및 에너지 시험원,010-0059-0315,jeongnambag@nate.com,jeongnambag,7213-9438-6034-8916,G5532559,44보0559
8241,김정순,39,1984-04-15,경상북도 제천시 명숙남마을 198-10,21381,건축 도장공,010-1530-5601,gimmyeongja@daum.net,gimmyeongja,9570-1662-7073-1380,S7290864,587무5952
8242,이성호,38,1985-01-11,세종특별자치시 북구 경자박동 242-3,60373,산업전공,010-9256-7612,seungmin73@hotmail.com,seungmin73,9837-4597-2744-8871,M6732365,16머7744
8243,이미숙,59,1964-02-02,서울특별시 용산구 정남이마을 383,41349,건설 배관공,010-4669-7310,zbag@live.com,zbag,5947-5407-5653-7696,S9963311,30조2845
8244,김은주,65,1958-10-05,세종특별자치시 노원구 동현고동 887-39,95968,식품/섬유 공학 및 에너지 시험원,010-8419-5484,hayun05@hotmail.com,hayun05,1922-2168-1483-0605,S7173543,76사2613
8245,홍상현,60,1963-03-21,대구광역시 중랑구 서연윤오면 322-16,64888,식품공학 기술자 및 연구원,010-6944-0715,jeonghyigwag@daum.net,jeonghyigwag,1766-4037-0318-3927,T7729548,583주3255
8246,이순옥,25,1998-05-09,강원도 영동군 순자이면 110,87701,기타 의복 제조원,010-5540-0044,zi@gmail.com,zi,7981-4826-6808-3152,S1659449,91보9143
8247,최영미,48,1975-04-07,충청북도 부천시 소사구 수민송읍 613,13994,이용사,010-7289-5885,ui@dreamwiz.com,ui,5485-9447-1661-6409,R4256844,65부6100
8248,강지훈,59,1964-01-27,경상북도 이천시 경희이동 064-4,90684,기타 기술영업 및 중개 관련 종사자,010-1799-7005,tgim@naver.com,tgim,3254-4459-4588-6119,T3866832,51두6525
8249,김현준,40,1983-12-18,전라북도 태안군 승민이이동 208-09,43479,이용사,010-8106-0643,donghyeongweon@hanmail.net,donghyeongweon,4330-6484-6631-8242,T1308225,82바5906
8250,이지훈,52,1971-05-26,대전광역시 동구 정훈류문마을 478-5,77363,회계사,010-8718-8110,anyeweon@daum.net,anyeweon,5550-2981-9030-2278,R9870960,844고7221
8251,김미영,23,2000-12-06,전라북도 의왕시 중수김안동 879-9,86089,건설 및 채굴 기계 운전원,010-1053-2986,jihyeonyun@nate.com,jihyeonyun,4815-5600-4495-1691,S4056572,92소1059
8252,박지연,55,1968-01-22,경기도 김포시 정희이박읍 438,50185,미장공,010-4906-2257,byeongceol56@hanmail.net,byeongceol56,1104-3393-4963-1429,S5071517,801무9731
8253,김수빈,57,1966-03-27,충청북도 고양시 일산서구 서준김이읍 688,42218,내선전공,010-2413-1504,simyejun@hotmail.com,simyejun,6560-6573-1283-7422,D1557615,78자9872
8254,김병철,31,1992-12-10,경기도 고성군 지훈이류읍 985,34044,산업전공,010-2697-3833,lseo@naver.com,lseo,6370-0704-0709-4593,M9173284,375우8607
8255,박지영,59,1964-04-24,세종특별자치시 종로구 은정최엄리 313-5,07997,양식원,010-5820-9686,doyunan@dreamwiz.com,doyunan,5236-0107-0533-1120,D7856669,69두2863
8256,송미정,37,1986-12-08,전라남도 안성시 지영오마을 409-50,12480,제관기 조작원,010-4482-9673,jiagim@hotmail.com,jiagim,1375-2207-8332-4040,S4407594,59서3585
8257,박종수,48,1975-03-09,전라남도 천안시 동남구 하윤문동 308,04573,건축 도장공,010-9752-6114,byeongceolgim@dreamwiz.com,byeongceolgim,8381-2371-2153-1630,S7863423,992도4433
8258,김영환,61,1962-06-26,광주광역시 중랑구 민수전동 547,69296,제품 및 광고 영업원,010-4651-5886,sumini@nate.com,sumini,2004-0829-6429-2600,S1517395,76라7081
8259,김예진,25,1998-01-28,광주광역시 동작구 영숙임마을 498-1,82847,기타 음식서비스 종사원,010-1829-1462,cunjagim@naver.com,cunjagim,2094-3064-4352-8642,T9333575,66머2502
8260,이옥순,62,1961-08-15,경상북도 부천시 경희황황읍 197-25,37379,기타 사무원,010-9682-4859,coeminsu@dreamwiz.com,coeminsu,9440-4483-8499-9123,D6803332,90버4318
8261,이건우,65,1958-09-23,서울특별시 종로구 아름김리 448,83627,조림/영림 및 벌목원,010-1864-0775,boramjeong@hanmail.net,boramjeong,4328-2246-1717-9890,R9469877,52바9115
8262,김준서,36,1987-02-14,충청남도 정선군 경수이오면 557,47718,택시 운전원,010-2927-6588,gyeongja68@nate.com,gyeongja68,2012-0996-2258-6629,M1895479,44사8576
8263,김옥순,62,1961-10-22,광주광역시 도봉구 명숙서박읍 206-5,79982,상담 전문가 및 청소년 지도사,010-2107-1205,haeunan@daum.net,haeunan,3501-1473-4187-2662,D4250955,64도0229
8264,이현정,26,1997-06-15,대구광역시 송파구 도현이면 115-5,71220,고객 상담 및 모니터 요원,010-9553-8939,yeonghyi95@hanmail.net,yeonghyi95,4725-3524-7796-7246,D5847522,66호0482
8265,박민재,55,1968-02-06,충청남도 시흥시 순자송읍 001-42,50277,자연과학 시험원,010-7145-4713,jeongsig75@daum.net,jeongsig75,3585-5421-1861-5709,M6721979,30공7003
8266,안지혜,26,1997-07-26,경기도 구리시 시우강동 892-5,90127,출판물 전문가,010-1914-2041,seongsujeon@hanmail.net,seongsujeon,3748-5343-9134-1046,G8378438,69누2238
8267,김정숙,20,2003-08-26,광주광역시 강서구 영환윤민리 639-47,88703,연구 관리자,010-7484-1473,gimminjae@daum.net,gimminjae,5545-7494-3086-7079,M5780303,92러3917
8268,지은정,22,2001-08-01,제주특별자치도 화성시 준혁김면 626-9,16401,경비원,010-4391-0566,ogim@nate.com,ogim,7876-3822-7199-9666,D3926025,66누9886
8269,권하윤,46,1977-12-28,제주특별자치도 홍성군 수빈민남마을 471,74882,메이크업 아티스트 및 분장사,010-9452-3461,bagseungmin@naver.com,bagseungmin,6132-4273-4574-4915,M7103150,99국7460
8270,류서연,46,1977-01-19,부산광역시 양천구 영길홍김마을 502-35,42707,발전 및 배전장치 조작원,010-9796-5845,hwangseonghyeon@dreamwiz.com,hwangseonghyeon,4009-1455-1363-3231,M4506820,85두1192
8271,이승현,49,1974-04-20,경기도 옥천군 성호김동 591,34725,가구조립원,010-7890-3299,dcoe@live.com,dcoe,4759-8486-0110-0551,M4556197,552머3878
8272,김영희,55,1968-09-03,전라남도 성남시 중원구 영자최류리 736-71,24196,경영지원 관리자,010-6180-1776,baeyujin@hotmail.com,baeyujin,3136-8065-6715-9936,T8617932,44머7745
8273,이미정,21,2002-11-05,대전광역시 동작구 영호오마을 216,58724,전문 의사,010-6457-4097,isanghyeon@gmail.com,isanghyeon,8117-9608-8502-2569,G8754928,15조5299
8274,나성훈,57,1966-05-01,서울특별시 용산구 은경이김면 999-8,16160,자동차 조립원,010-1691-8668,hyeonjuhan@daum.net,hyeonjuhan,5041-0232-0612-1005,G7177822,91거4147
8275,이서영,34,1989-03-02,제주특별자치도 양평군 수진안마을 029-4,07521,정보 시스템 운영자,010-2004-2056,eungyeong93@nate.com,eungyeong93,7254-0655-7383-1612,M6389463,65두6358
8276,윤승민,25,1998-01-28,인천광역시 성동구 영자곽리 352,79220,상품중개인 및 경매사,010-2144-9931,ogim@live.com,ogim,7528-8388-7635-3224,M9514807,181하2291
8277,강상철,31,1992-09-05,부산광역시 송파구 현정안읍 798-0,30213,신용 추심원,010-5691-8253,areum20@live.com,areum20,9845-5818-8639-1263,D5828730,29보6538
8278,이영호,47,1976-01-05,세종특별자치시 영등포구 미숙권면 638-42,69719,사진인화 및 현상기 조작원,010-9731-2208,hyeonsuggim@hotmail.com,hyeonsuggim,5392-1009-8887-5282,T3827311,46호6851
8279,김재현,51,1972-05-20,경상북도 서산시 지영김마을 977-26,08389,구두 미화원,010-0980-6863,seojun01@hanmail.net,seojun01,3549-8252-0510-3638,T6611675,34호1911
8280,신성호,25,1998-07-22,전라북도 증평군 정숙심박면 773-6,48356,학습지 및 방문 교사,010-2194-8525,mijeongryu@hanmail.net,mijeongryu,5146-6036-4027-9228,T2183437,85너5308
8281,박준호,60,1963-06-06,부산광역시 강북구 은경손동 732-32,90278,국가/지방 및 공공행정 사무원,010-2320-6684,pjang@gmail.com,pjang,9013-6243-0374-0554,T5685768,92구8358
8282,이준혁,65,1958-02-06,전라남도 이천시 미숙김류읍 247,87076,해외 영업원,010-1977-3719,jihu90@nate.com,jihu90,9839-8100-1857-4174,S2648380,847국4653
8283,김수빈,58,1965-05-19,충청북도 공주시 지은최면 963-82,24536,금속기계부품 조립원,010-2551-6193,minjaegim@hotmail.com,minjaegim,6164-6298-7518-9240,T8053973,451오5046
8284,김영길,57,1966-05-19,울산광역시 동구 영진이김동 570-56,46413,철도 및 전동차 기관사,010-6347-3042,ti@naver.com,ti,3723-7463-8146-9130,S1706525,30저1229
8285,서예지,22,2001-10-27,세종특별자치시 중랑구 미정김백면 647-45,02273,식품 및 담배 등급원,010-8483-3765,gwangsugim@naver.com,gwangsugim,3056-0723-6454-0530,T5586308,665하0160
8286,문영길,61,1962-02-02,서울특별시 마포구 건우박류마을 559-9,66194,데이터베이스 개발자,010-1023-4218,mhwang@naver.com,mhwang,7407-0897-5116-9200,R4340282,51조8183
8287,이수민,24,1999-12-14,제주특별자치도 괴산군 성훈장이동 741,51476,세무사,010-2580-4174,jihyeon32@dreamwiz.com,jihyeon32,3920-6115-1215-2518,T8530988,367버3219
8288,박수빈,59,1964-10-30,광주광역시 동구 경자김김읍 956-0,93719,기타 공학관련 기술자 및 시험원,010-1903-7445,juweon75@hotmail.com,juweon75,6126-3639-6854-3265,R4181922,181고0421
8289,이지연,49,1974-04-09,세종특별자치시 구로구 동현김읍 834,15078,기타 전문서비스 관리자,010-2605-0231,hyeonsugryu@dreamwiz.com,hyeonsugryu,5344-9733-8111-6802,D3629856,27배1974
8290,이수민,28,1995-03-15,경상남도 강릉시 성진최송리 243-15,88127,행사기획자,010-0601-4930,nhong@hotmail.com,nhong,9168-2900-2877-3060,T4682415,70하2703
8291,이은영,56,1967-01-30,대전광역시 서구 영식김리 751-31,27631,간호조무사,010-4492-8524,hyeonji30@hotmail.com,hyeonji30,9965-6738-8412-0298,M1455911,439노0111
8292,이보람,28,1995-12-02,충청남도 아산시 서영정읍 413-26,20070,감사 사무원,010-2730-4650,ehan@hotmail.com,ehan,9486-7863-0074-6312,R5878058,33수4292
8293,김경수,39,1984-11-17,강원도 안산시 상록구 경숙김박마을 394,97485,인문과학 연구원,010-5041-5995,caeweongim@daum.net,caeweongim,7955-4164-6508-8555,T1752787,54수1698
8294,김도윤,65,1958-08-07,전라남도 고양시 일산서구 예은김면 081-58,79566,기타 여가 및 스포츠 관련 종사원,010-7653-1432,gimsanghyeon@hanmail.net,gimsanghyeon,6537-4377-3779-9852,D8587126,87부4010
8295,김현숙,60,1963-08-10,강원도 청주시 청원구 민재최면 257,01888,보건위생 및 환경 검사원,010-2766-3132,seongjin41@gmail.com,seongjin41,6425-8035-0891-9373,R5689931,96누7140
8296,손유진,54,1969-07-16,경상북도 수원시 권선구 현정이면 289,32490,예능 강사,010-1815-0752,yeweon87@daum.net,yeweon87,2309-1876-0549-1567,D3945311,77누4548
8297,류지아,62,1961-11-18,울산광역시 강서구 경숙이마을 142,44658,생명과학 연구원,010-8720-4441,jaehohan@nate.com,jaehohan,5042-4170-9508-1209,R3549905,66바8263
8298,이하은,65,1958-05-07,광주광역시 노원구 지아이박면 501,29990,미장공,010-0349-8611,ogo@live.com,ogo,5961-1079-0683-6639,R6045690,47사8964
8299,황미영,27,1996-05-25,대전광역시 용산구 은경이한리 098-3,63327,원예작물 재배원,010-6986-2391,gyeongjabae@daum.net,gyeongjabae,6849-1364-8142-8589,D3344110,57무1358
8300,이현정,27,1997-01-02,서울특별시 동구 성수김장리 834,24980,플라스틱제품 생산기 조작원,010-0928-2215,gimeunju@hotmail.com,gimeunju,5832-4874-8040-3195,D6641060,14우3261
8301,이종수,44,1979-10-20,울산광역시 서초구 영철안리 930-5,52953,교육 관리자,010-8684-4315,gimminsu@live.com,gimminsu,2143-5435-8110-7294,S8239122,251배4675
8302,김경수,30,1993-06-30,충청북도 이천시 상현박리 831,92424,보험 및 금융 관리자,010-1685-4838,hyejin45@nate.com,hyejin45,2853-3333-9145-6894,T5897924,30공8174
8303,엄지원,46,1977-12-15,경상북도 계룡시 미경김리 150-00,93195,자동차 부분품 조립원,010-6737-4584,yeeuncoe@hanmail.net,yeeuncoe,5392-1632-5306-1238,M8320867,402머2118
8304,권명숙,65,1958-08-05,서울특별시 강남구 미경류면 478-99,91413,택시 운전원,010-7972-3274,pgo@dreamwiz.com,pgo,5898-6458-5370-8237,D8656556,71노1396
8305,김하은,58,1965-01-17,경기도 성남시 분당구 건우허마을 530,72668,기타 기술영업 및 중개 관련 종사자,010-9918-9109,myeongsuggang@daum.net,myeongsuggang,9095-1513-7245-3684,M8342454,81바0368
8306,최정자,65,1958-02-06,광주광역시 남구 예원김면 013-1,15994,상담 전문가 및 청소년 지도사,010-0123-3230,bagjinho@dreamwiz.com,bagjinho,1529-2134-0319-3678,T2610469,92저9159
8307,김서윤,44,1979-10-25,서울특별시 양천구 민수서홍읍 032,11816,과실 및 채소 관련 기계조작원,010-9110-6461,agwag@naver.com,agwag,5147-9257-5355-1765,T9973416,589저8933
8308,고서준,33,1990-07-28,광주광역시 중구 혜진김김마을 737-23,43844,자연과학 연구원,010-5730-9925,sumingim@dreamwiz.com,sumingim,6403-0356-6573-6604,T6266271,53마9468
8309,박명자,62,1961-02-03,울산광역시 영등포구 서준노리 976-43,29471,보조 교사 및 기타 교사,010-5245-8561,sji@daum.net,sji,8827-8429-4398-4233,T2423940,320가1683
8310,이현지,53,1971-01-02,대구광역시 강동구 서윤정김리 345,08980,선박 갑판승무원 및 관련 종사원,010-2811-8610,vseo@hotmail.com,vseo,6244-0021-4800-4278,G8672105,87구9167
8311,김현숙,27,1996-12-26,울산광역시 성북구 서연권마을 124-5,27743,채소 및 특용작물 재배원,010-5623-8751,ucoe@live.com,ucoe,9639-6557-4592-5921,R2077951,88라2960
8312,박보람,37,1986-05-12,강원도 청주시 상당구 채원최마을 370,84070,통신서비스판매원,010-4991-4113,jeongsunjo@hanmail.net,jeongsunjo,9581-4967-3176-7845,M8041787,970고3426
8313,최미경,48,1975-08-19,인천광역시 용산구 경희김리 555-32,19049,철도 및 전동차 기관사,010-9235-8778,su@hanmail.net,su,8963-3904-0262-9049,D8464799,363다1023
8314,남성수,52,1971-04-15,세종특별자치시 도봉구 은주김김마을 012-8,16697,종이제품 생산기 조작원,010-8349-6244,hcoe@dreamwiz.com,hcoe,9021-6398-5660-7200,D7439808,548버9565
8315,강지민,48,1975-03-06,서울특별시 서대문구 승현나마을 525,03092,상점 판매원,010-1684-5253,bgim@hotmail.com,bgim,6359-5824-4167-8010,R1485388,22배8165
8316,김준서,65,1958-04-20,부산광역시 종로구 예준김박리 906-8,84900,승강기 설치 및 정비원,010-3508-9900,jihye98@naver.com,jihye98,7637-3065-8103-0529,M8313987,37루7230
8317,김명자,28,1995-07-08,경상북도 구리시 옥자김이리 393-9,59789,금융관련 사무원,010-9629-4854,simeungyeong@hanmail.net,simeungyeong,3587-7175-1118-2318,R9504267,618바4718
8318,김승현,61,1962-01-30,제주특별자치도 성남시 중원구 숙자김김면 486-33,67291,도금 및 금속분무기 조작원,010-3083-9649,coeseongsu@gmail.com,coeseongsu,9663-7576-5354-6947,S2977239,72나3005
8319,김준서,52,1971-12-23,경상남도 수원시 장안구 서현김양동 815-52,90454,단조원,010-9369-9851,gangsubin@nate.com,gangsubin,1348-8059-6750-0513,R7772197,99소7213
8320,손지영,47,1976-04-27,경상북도 음성군 영순김마을 819,21850,미장공,010-9901-3277,jinu42@hanmail.net,jinu42,1754-8270-3638-8733,S1107020,720라1466
8321,김성수,61,1962-07-08,대구광역시 동작구 정순김허읍 477-89,76035,사회복지관련 관리자,010-5866-3721,yungyeongja@nate.com,yungyeongja,6252-0800-7422-6220,S6281131,86너9412
8322,박준혁,58,1965-03-14,울산광역시 중구 경수박김동 435,44049,물리 및 작업 치료사,010-3161-4618,gimsunog@hanmail.net,gimsunog,7710-2742-0916-2312,M4731698,34버8824
8323,김영자,26,1997-01-20,서울특별시 동구 지우김동 645,72525,기타 채굴 및 토목 관련 종사자,010-3362-3150,gimeunjeong@gmail.com,gimeunjeong,6614-9906-6770-7238,R1963529,70로3073
8324,김영미,54,1969-08-28,전라북도 시흥시 경숙김하면 701,83703,운송장비 조립원,010-2606-7684,xi@nate.com,xi,4825-6429-9414-6207,R7610734,57바7558
8325,윤은영,20,2003-01-21,강원도 안성시 채원김리 508-10,79840,문화/예술/디자인 및 영상관련 관리자,010-8914-8522,msong@dreamwiz.com,msong,1550-9515-2005-3826,D6906052,966바7335
8326,최성민,36,1987-05-08,충청북도 동해시 정식윤류면 924-6,00078,제품 및 광고 영업원,010-3742-7004,jeongung78@dreamwiz.com,jeongung78,5470-6007-8539-0733,M6659060,48루1618
8327,박하은,47,1976-03-18,경상남도 화성시 경수김양리 568-4,70039,냉/난방 관련 설비 조작원,010-9438-4224,eunjigim@gmail.com,eunjigim,2918-7786-7858-3683,M2140856,32배7607
8328,홍채원,44,1979-12-04,대전광역시 용산구 종수권동 829-6,60222,항공기 조종사,010-7573-8220,miyeonggim@nate.com,miyeonggim,5514-0238-0793-1778,T1869052,84너8952
8329,김현정,31,1992-12-06,울산광역시 구로구 하윤최김읍 414-0,47013,메이크업 아티스트 및 분장사,010-2275-3673,ugim@hanmail.net,ugim,6157-6141-9639-9337,T2040965,39무7120
8330,송명숙,57,1966-12-17,인천광역시 서대문구 지현한이동 426-4,15975,법률/경찰/소방 및 교도 관리자,010-1660-4615,seodoyun@daum.net,seodoyun,3597-1557-0038-7193,S8528309,689도4120
8331,김수민,36,1987-07-20,전라북도 제천시 민수박문마을 837-4,41514,학습지 및 방문 교사,010-3375-3815,ancaeweon@nate.com,ancaeweon,7369-0904-2728-1662,G7248498,714조4232
